@relation trainplusliwc

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature12 numeric
@attribute feature13 numeric
@attribute feature14 numeric
@attribute feature15 numeric
@attribute feature16 numeric
@attribute feature17 numeric
@attribute feature18 numeric
@attribute feature19 numeric
@attribute feature20 numeric
@attribute feature21 numeric
@attribute feature22 numeric
@attribute feature23 numeric
@attribute feature24 numeric
@attribute feature25 numeric
@attribute feature26 numeric
@attribute feature27 numeric
@attribute feature28 numeric
@attribute feature29 numeric
@attribute feature30 numeric
@attribute feature31 numeric
@attribute feature32 numeric
@attribute feature33 numeric
@attribute feature34 numeric
@attribute feature35 numeric
@attribute feature36 numeric
@attribute feature37 numeric
@attribute feature38 numeric
@attribute feature39 numeric
@attribute feature40 numeric
@attribute feature41 numeric
@attribute feature42 numeric
@attribute feature43 numeric
@attribute feature44 numeric
@attribute feature45 numeric
@attribute feature46 numeric
@attribute feature47 numeric
@attribute feature48 numeric
@attribute feature49 numeric
@attribute feature50 numeric
@attribute feature51 numeric
@attribute feature52 numeric
@attribute feature53 numeric
@attribute feature54 numeric
@attribute feature55 numeric
@attribute feature56 numeric
@attribute feature57 numeric
@attribute feature58 numeric
@attribute feature59 numeric
@attribute feature60 numeric
@attribute feature61 numeric
@attribute feature62 numeric
@attribute feature63 numeric
@attribute feature64 numeric
@attribute feature65 numeric
@attribute feature66 numeric
@attribute feature67 numeric
@attribute feature68 numeric
@attribute nlinks numeric
@attribute nusermentions numeric
@attribute nhashtags numeric
@attribute nTweets numeric
@attribute age {25-34,35-49,18-24,50-XX}
@attribute gender {M,F}
@attribute extS numeric
@attribute neuS numeric
@attribute agrS numeric
@attribute consS numeric
@attribute openS numeric

@data
0.003795,0.000029,0.003281,0.00331,0.000188,0,0,0.000981,0.002755,0.01223,0.001367,0.126906,0.094403,0.017075,0.028587,0.032503,0,0.024311,0,0.080514,0.007836,0.034399,0.007629,0.016367,0.010714,0.005161,0.009326,0.0049,0.004426,0,0.051724,0.01875,0.00347,0.00624,0.003955,0.00437,0.019164,0.006631,0.044552,0.001594,0.02269,0.003578,0,0.003613,0.001585,0.034343,0.100222,0.055944,0.018718,0.027451,0.027341,0.008091,0.010566,0.001113,0.008684,0.018319,0.013107,0.011636,0.001471,0.029957,0.026686,0.003988,0.001165,0.001744,0.002106,0,0,0,87,101,35,176,35-49,M,0.1,0.1,0.1,0.1,0.1
0.018884,0.003109,0,0.003109,0.005808,0,0.005586,0.002601,0.00014,0.02062,0.013883,0.133087,0.055429,0.006504,0.022774,0.077658,0.014349,0.019566,0.017127,0.068677,0.009638,0.03596,0.011373,0.001641,0.019146,0.003323,0.004324,0,0.004324,0,0.041131,0.022549,0.012069,0,0,0.006513,0.035327,0.041599,0.063279,0,0.011222,0,0,0.008861,0.005874,0.008313,0.04827,0.03336,0.004472,0.010438,0.018287,0.004324,0.005815,0.003926,0.004221,0.016483,0.00667,0.003216,0.003454,0.0153,0.013963,0.004708,0,0,0,0,0,0,27,11,19,102,25-34,F,-0.3,-0.1,0.3,0.1,0.1
0.035592,0.010341,0.005504,0.015845,0.006368,0.003298,0.003129,0.012747,0.000204,0.00914,0.011562,0.11924,0.052008,0.020806,0.012081,0.060145,0.011195,0.021891,0.015936,0.057791,0.010462,0.019727,0.005228,0.012887,0.018909,0.014233,0.013495,0.00348,0.005157,0.004858,0.062922,0.015715,0.020669,0.00513,0.00583,0.007333,0.045497,0.028917,0.071654,0.008552,0.01462,0.001009,0,0.003018,0.003883,0.011973,0.019698,0.013186,0.003729,0.004474,0.024723,0.011091,0.004209,0.006843,0.002581,0.016646,0.003068,0.001387,0.001681,0.037672,0.021,0.022397,0.010866,0.002533,0,0.017433,0,0,6,58,2,202,18-24,F,0.5,0,0.3,0.3,0.4
0.017712,0.005522,0.001369,0.006891,0.002213,0,0.006732,0.001082,0.00067,0.005971,0.001024,0.078687,0.041075,0.008054,0.006603,0.037612,0.005182,0.009524,0.016139,0.027785,0.005819,0.012286,0.005667,0,0.011887,0.005626,0.017309,0.003604,0.00867,0.003059,0.061481,0.024418,0.006532,0.00475,0.006092,0.0131,0.022961,0.028373,0.064854,0.004922,0.012425,0.000983,0,0.002322,0.002442,0.02337,0.017665,0,0.004058,0.013607,0.020848,0.009844,0,0.001095,0.009909,0.009721,0.012459,0.00966,0.002798,0.038875,0.020882,0.011715,0.008678,0.003088,0.005806,0,0,0,11,49,1,202,18-24,F,0.1,-0.1,-0.1,0.1,0.1
0.008863,0.007091,0.001771,0.008863,0,0,0.000675,0.006063,0.00312,0.009708,0.014016,0.099567,0.066966,0.000183,0.035163,0.028539,0,0.006145,0.002463,0.078746,0.012929,0.031009,0.005573,0.016846,0.005988,0.004071,0.016821,0.010263,0.002633,0,0.054281,0.028861,0.001771,0,0.005007,0.011875,0.018888,0.01401,0.037725,0.000888,0.012315,0.002237,0,0.009406,0.001405,0.010081,0.095028,0.057054,0.020708,0.017829,0.037472,0.006627,0.003901,0.014928,0.013709,0.023663,0.01465,0.009937,0.004712,0.046866,0.032425,0.010886,0.004874,0.001491,0.001252,0,0,0,46,28,21,112,35-49,M,-0.2,0.4,0.1,0.2,0.2
0.022379,0.002923,0,0.002923,0.007173,0.004193,0.018367,0.003221,0.000223,0.008213,0.005891,0.132928,0.044043,0.005068,0.004646,0.087076,0.005538,0.033271,0.024679,0.04711,0.003929,0.012167,0.011515,0.014046,0.009026,0.019137,0.025928,0.008814,0.016386,0.000727,0.085193,0.027008,0.013011,0,0.005937,0.019313,0.027394,0.035725,0.0708,0.000847,0.012281,0.003603,0.001969,0.000857,0.005357,0.021926,0.031285,0.006967,0.011526,0.013353,0.018311,0.011054,0.000952,0,0.006305,0.001789,0.013154,0.004746,0.008409,0.088097,0.070316,0.026727,0.003977,0.003092,0.008903,0.040331,0,0,8,78,0,202,18-24,M,0.3,-0.1,-0.3,0.3,0.1
0.021165,0.011503,0.000849,0.012352,0.002531,0.000961,0.008516,0.002442,0.001316,0.030515,0.012572,0.081598,0.039609,0.005344,0.014322,0.041989,0.001548,0.012847,0.018853,0.037753,0.007491,0.005644,0.010111,0.001548,0.020588,0.003726,0.027186,0.012576,0.007601,0.003953,0.045093,0.01232,0.008249,0.000713,0.002043,0.016331,0.01567,0.01366,0.048193,0.002421,0.02197,0.007249,0.012187,0.006565,0.001315,0.02122,0.020836,0.012616,0.001548,0.006673,0.017057,0.009375,0.002154,0.001535,0.003993,0.004901,0.017998,0.006298,0.0117,0.055377,0.03181,0.018447,0.003056,0.002726,0.003311,0.000856,0.001853,0,24,63,22,202,18-24,M,0.1,0,0.2,0,0.1
0.018101,0.002474,0.00336,0.005834,0.001303,0.003507,0.007775,0.015113,0.000335,0.016043,0.006722,0.127037,0.078496,0.009296,0.029146,0.048542,0.003787,0.027266,0.008403,0.060057,0.004158,0.023191,0.007948,0.011072,0.013699,0.014713,0.038662,0.007357,0.019789,0.002774,0.072107,0.038541,0.009107,0.001524,0.005393,0.009391,0.034982,0.037003,0.064268,0.012111,0.027125,0.003478,0.008506,0.000799,0,0.017936,0.024824,0.010886,0,0.013938,0.031761,0.008111,0.001276,0.00767,0.016093,0.002267,0.043539,0.036937,0.006603,0.036472,0.011425,0.015483,0.00788,0.005563,0.004584,0.022259,0,0,18,29,0,202,18-24,M,0,-0.3,0.1,-0.1,0.3
0.013584,0.005806,0.002418,0.008224,0.000186,0,0.001617,0.003638,0.000265,0.006308,0.004784,0.082517,0.046125,0.003475,0.015579,0.036393,0.001724,0.018007,0.004065,0.036957,0.006052,0.011154,0.005127,0.006893,0.006752,0.004758,0.027913,0.006296,0.017594,0,0.07065,0.029568,0.007486,0.007569,0.004485,0.014969,0.036867,0.034524,0.036171,0.003529,0.016429,0.004139,0,0.001381,0.003048,0.019997,0.02638,0.011635,0.01165,0.007183,0.024442,0.00412,0.012035,0.001877,0.00641,0.008307,0.019928,0.01805,0.001877,0.056295,0.035713,0.008808,0.013392,0.007007,0.003978,0.004941,0,0,39,81,9,202,18-24,M,0.3,0.3,0.2,0.1,0.2
0.023506,0.005011,0.007552,0.012563,0.002879,0.002849,0.027785,0.01186,0.00054,0.006136,0.004334,0.100625,0.061101,0.015544,0.021801,0.039524,0.008334,0.013014,0.005878,0.064911,0.004211,0.025266,0.005834,0.010629,0.016677,0.013381,0.021694,0.00423,0.012039,0.001844,0.067554,0.030474,0.01676,0.004085,0.00433,0.008696,0.035254,0.042041,0.0907,0.009673,0.02327,0.004824,0.00119,0.001351,0.00549,0.024666,0.055824,0.036806,0.005143,0.014215,0.014965,0.004061,0.003124,0,0.00778,0.008314,0.004151,0.004151,0,0.033075,0.017572,0.006306,0.007655,0.007072,0.001613,0.006245,0,0,4,48,21,202,18-24,F,0.2,0.2,0.4,0.4,0.5
0.012726,0.008046,0.000913,0.008959,0.000414,0.002313,0.002283,0.00176,0.000334,0.009597,0.009939,0.076835,0.052206,0.007934,0.023527,0.023288,0,0.008988,0,0.035413,0.000461,0.016766,0.002584,0.005726,0.006213,0.006796,0.00672,0.000623,0.004528,0.001569,0.042834,0.019605,0.003641,0.000767,0.001625,0.011912,0.021519,0.004106,0.025821,0.002924,0.027154,0.012256,0.003404,0.001253,0.004118,0.014597,0.024352,0.011491,0.007143,0.006914,0.021903,0.005083,0.010572,0.003138,0.004334,0.016616,0.008787,0.005798,0.00299,0.042261,0.030078,0.008362,0.005399,0.000871,0.007838,0.008828,0,0,31,42,21,192,18-24,F,-0.1,0.3,0.2,0,0.3
0.010208,0.00247,0.003421,0.005891,0.000264,0,0.005385,0.003975,0.000233,0.003582,0.008509,0.095439,0.03671,0.008951,0.009881,0.053449,0.009147,0.022349,0.007043,0.070955,0.005281,0.01878,0.011652,0.011466,0.019743,0.013427,0.027793,0.006483,0.017644,0.001871,0.055479,0.030869,0.005966,0.00653,0,0.005988,0.048801,0.037704,0.083905,0.00547,0.008811,0.002102,0,0.000353,0.002745,0.027588,0.050896,0.02168,0.004304,0.026674,0.027384,0.0046,0.01425,0.007053,0.003039,0.026218,0.018028,0.013427,0.004601,0.034776,0.019771,0.006978,0.001795,0.007916,0.00577,0.016017,0,0,5,36,11,202,18-24,F,0.1,0,0.2,0.1,0.1
0.018138,0.008034,0.000494,0.008527,0.000382,0.00199,0.0046,0.007207,0.000374,0.013017,0.008881,0.111837,0.046066,0.011816,0.015855,0.063065,0.008536,0.021017,0.012074,0.053383,0,0.015966,0.006716,0.010933,0.023432,0.009776,0.03077,0.003398,0.009887,0.00926,0.058154,0.024737,0.004389,0.002706,0.006492,0.007368,0.03215,0.053011,0.070343,0.004265,0.0217,0.008242,0.002134,0.000255,0.007933,0.016334,0.041208,0.010826,0.008723,0.024209,0.037656,0.012199,0.014924,0.006262,0.004271,0.020821,0.006521,0.005284,0.001237,0.075803,0.034585,0.024405,0.013336,0.007408,0.01237,0.017258,0,0,0,1,13,202,25-34,F,0,-0.2,-0.3,0.3,0.2
0.016645,0.007192,0.006233,0.013425,0,0,0.001063,0.005486,0.001602,0.007722,0.00046,0.081154,0.074326,0.010372,0.025575,0.006829,0,0,0.001548,0.033134,0.005554,0.002309,0.002227,0.013672,0.002942,0.009615,0.019516,0.00264,0.015359,0,0.077242,0.034278,0.008985,0.001102,0,0.025002,0.034551,0.004628,0.054948,0.002107,0.018868,0.008724,0.002322,0.003678,0,0.023646,0.037402,0.025368,0.008682,0.004867,0.04415,0.016854,0.015653,0.006819,0.004824,0.008446,0.000543,0.000543,0,0.021352,0.007308,0.003887,0.001517,0.002752,0.00864,0.002997,0,0,93,100,318,202,25-34,F,0.2,0.1,0.2,0.1,0.1
0.006231,0.000291,0.004061,0.004352,0,0,0.001916,0.013498,0.000345,0.014002,0.005431,0.122729,0.084977,0.005814,0.022729,0.034743,0.005825,0.008717,0.008138,0.08597,0.005344,0.041249,0.005292,0.00917,0.019785,0.007906,0.03134,0.00365,0.024181,0.003509,0.082928,0.065246,0.004061,0,0.001387,0.00511,0.025057,0.023684,0.073345,0.004692,0.027486,0.001407,0.002179,0.008244,0.001285,0.02184,0.039438,0.022236,0.010275,0.009645,0.01926,0.007391,0.001246,0.004838,0.005787,0.009099,0.007539,0.002686,0.004853,0.043415,0.033128,0.00378,0.007863,0.010358,0.002788,0,0,0,44,78,18,192,50-XX,M,0.4,0.3,0.5,0.2,0.3
0.03128,0.009078,0.004824,0.013902,0.00133,0.002082,0.005856,0.003716,0.000394,0.002925,0.005497,0.146163,0.053692,0.003963,0.011427,0.08902,0.010071,0.045795,0.018114,0.042001,0.003829,0.012644,0.006605,0.008903,0.016188,0.015084,0.032008,0.005682,0.011236,0.006885,0.066626,0.016429,0.018582,0.006334,0.006548,0.007342,0.025111,0.01964,0.063472,0.002692,0.006638,0.003959,0,0.003991,0.00318,0.013903,0.027407,0.014477,0,0.01293,0.019115,0.004028,0.002845,0.000845,0.011397,0.004853,0.006092,0.000733,0.005359,0.049965,0.025322,0.007606,0.005202,0.012016,0.003998,0.021911,0,0,6,48,0,202,18-24,M,0.1,0.2,0.2,0,0.1
0.015172,0.001587,0.003144,0.004731,0.002753,0.000697,0.012997,0.01496,0.001064,0.006444,0.00949,0.124711,0.059772,0.014405,0.009312,0.064939,0.001318,0.019145,0.018769,0.077213,0.011822,0.025912,0.00752,0.005847,0.016814,0.024986,0.023438,0.003689,0.012941,0.005439,0.106637,0.035704,0.01159,0.001096,0.018283,0.038057,0.037493,0.007626,0.074749,0.000662,0.020526,0.00187,0.002432,0.00319,0.005411,0.007602,0.029715,0.005886,0.015704,0.008125,0.017168,0.006162,0.001269,0.004865,0.004873,0.011999,0.007541,0.005976,0.001565,0.054297,0.041756,0.007115,0.006629,0.002097,0.004194,0.003522,0,0,6,101,5,202,25-34,F,0.2,0,0,0.3,0.4
0.017629,0.002604,0.001472,0.004076,0.001388,0.006681,0.008688,0.012865,0.001318,0.013337,0.002488,0.0977,0.051108,0.005674,0.017434,0.046592,0.01022,0.016907,0.008688,0.073091,0.009466,0.026334,0.007161,0.009769,0.018305,0.008815,0.019512,0.012014,0.004086,0.000972,0.069509,0.031353,0.012444,0.002116,0.006537,0.010687,0.017389,0.035818,0.080639,0.002899,0.012222,0.003087,0,0.002461,0.006107,0.035514,0.053583,0.031123,0.004441,0.017662,0.02408,0.007256,0.005962,0.009495,0.001368,0.019185,0.00538,0.00538,0,0.03773,0.018315,0.001674,0.015225,0.005937,0.003064,0.004448,0,0,44,133,50,202,18-24,M,0.1,0.2,0.1,0.1,0.1
0.009343,0.005938,0.000557,0.006495,0.000973,0,0.002961,0.004274,0.000685,0.004554,0.004449,0.066404,0.050667,0.001981,0.011295,0.015738,0,0.010977,0.002691,0.018986,0,0.004543,0.002629,0.004456,0.011317,0.00431,0.014049,0.010512,0.001204,0.000694,0.034449,0.00939,0.002224,0.001964,0.005425,0.011984,0.028874,0.005535,0.0423,0.001696,0.018316,0.003037,0,0,0.003856,0.01687,0.031389,0.006774,0.008844,0.017163,0.026759,0.008951,0.007126,0.005198,0.005483,0.015006,0.011474,0.008315,0.003159,0.023408,0.010134,0.005415,0.00948,0.003919,0.004517,0.001033,0,0,65,40,110,202,25-34,M,0.1,0.2,0.3,0.3,0.1
0.008564,0.000425,0.000334,0.000759,0.000967,0.004413,0.005717,0.015774,0.001467,0.016438,0.012735,0.113651,0.054098,0.008221,0.028976,0.057662,0.004462,0.015142,0.011108,0.078071,0.006199,0.027832,0.008739,0.006211,0.016348,0.017731,0.024268,0.011975,0.006061,0.000916,0.069922,0.032133,0.006524,0.001279,0.004249,0.010499,0.031294,0.027285,0.0712,0.00229,0.019505,0.001127,0.002613,0.002723,0.00111,0.012694,0.083196,0.031074,0.024123,0.01997,0.021927,0.002816,0.002852,0.003668,0.012591,0.016458,0.01239,0.007507,0.004883,0.029066,0.020281,0.009264,0.003392,0.000827,0.003512,0,0.002042,0,69,81,60,202,50-XX,M,0.3,-0.1,-0.1,0,-0.1
0.016621,0.006621,0.001197,0.007818,0.002851,0,0.008089,0.001898,0.000263,0.022557,0.002302,0.125681,0.047652,0.007167,0.017542,0.078437,0.002443,0.047097,0.009236,0.048592,0.005725,0.017376,0.011177,0.002909,0.015354,0.00978,0.015108,0.004892,0.005204,0.005012,0.052875,0.028416,0.004936,0.003464,0.004131,0.011144,0.027585,0.019049,0.0848,0.006378,0.021371,0.003024,0.004018,0.004428,0.005705,0.021569,0.010766,0.003018,0.000858,0.006891,0.013604,0.003346,0.002909,0.001583,0.005765,0.012275,0.009743,0.008266,0.001476,0.025464,0.014491,0.006598,0.00151,0.006564,0,0.012116,0,0,9,82,13,202,18-24,F,0.5,0.3,0,0.1,0.3
0.019062,0.007964,0.00195,0.009914,0.002215,0,0.012085,0.002713,0.000101,0.010405,0.001514,0.069641,0.029,0.003142,0.00987,0.040641,0.004699,0.019864,0.005353,0.051487,0.001039,0.023656,0.010456,0.009524,0.016204,0.011958,0.032723,0.004986,0.015478,0.006004,0.07402,0.034573,0.005454,0.007192,0.0033,0.018495,0.021436,0.037807,0.074075,0.006188,0.009055,0.001736,0,0.002661,0.005263,0.025256,0.030894,0.01476,0.011459,0.00551,0.022548,0.004025,0.006913,0.001613,0.009996,0.013046,0.01514,0.01514,0,0.081755,0.034491,0.015706,0.019785,0.007327,0.013735,0.021563,0,0,2,23,2,202,18-24,M,-0.1,0.2,0.1,0,0.2
0.007075,0.003192,0.000488,0.00368,0.001064,0,0.001189,0.000393,0.0006,0.006981,0.011029,0.112566,0.076938,0.023362,0.018747,0.03758,0.001879,0.013336,0.00828,0.054978,0.002681,0.02571,0.006327,0.006446,0.013216,0.010663,0.016552,0.007648,0.004631,0.001246,0.045502,0.025268,0.002159,0,0.000975,0.010673,0.027163,0.038951,0.045049,0.000889,0.05083,0.003293,0,0.001586,0.001664,0.016435,0.053584,0.023501,0.011602,0.016604,0.043592,0.007415,0.00535,0.023624,0.007204,0.005286,0.008693,0.006462,0.002232,0.041232,0.030566,0.014617,0.008664,0.002174,0,0,0,0,55,74,12,202,25-34,F,0.2,0.2,0.1,0.3,0.1
0.016818,0.000255,0.003102,0.003357,0.005106,0.002615,0.006105,0.005217,0.000843,0.009956,0.011979,0.117862,0.08152,0.010758,0.023575,0.029386,0.001992,0.005896,0.011806,0.084227,0.002731,0.03852,0.008377,0.012707,0.012289,0.008371,0.016592,0.003714,0.010506,0.000596,0.081192,0.035893,0.012014,0.010046,0.00334,0.010102,0.025593,0.010883,0.066584,0.003695,0.015581,0.003284,0,0.005473,0.00319,0.016875,0.053973,0.018545,0.008743,0.028628,0.013857,0.001751,0.00078,0.002782,0.008544,0.01076,0.010755,0.009349,0.001407,0.032589,0.021948,0.001562,0.001776,0.009933,0,0,0,0,31,73,9,172,35-49,F,0.1,0.4,0.5,0.5,0.3
0.002888,0,0.001952,0.001952,0.000616,0,0.000998,0.00652,0.000176,0.008659,0.008339,0.125312,0.06535,0.00088,0.029887,0.053527,0.001814,0.035681,0.008324,0.075597,0.018706,0.020869,0.005459,0.011278,0.01776,0.006581,0.022551,0.004683,0.007299,0.005017,0.064606,0.035554,0.002568,0.000987,0.001702,0.008695,0.028337,0.036026,0.084031,0.001854,0.020351,0.006123,0,0.000942,0.001361,0.037684,0.09552,0.032329,0.021655,0.041079,0.044663,0.014019,0.022006,0.002159,0.006478,0.022721,0.024053,0.012305,0.011748,0.064272,0.052416,0.012661,0.007914,0.001409,0.002819,0.004319,0,0,192,1,1,202,25-34,F,0.4,-0.3,0,0.1,0.3
0.016235,0.005358,0.001273,0.006631,0.009604,0,0.003845,0.003182,0.000148,0.004411,0,0.093051,0.023814,0.007787,0.002795,0.069237,0.009636,0.025278,0.014359,0.069186,0.020702,0.044053,0.00491,0,0.008193,0,0.009031,0.009031,0,0,0.070868,0.04104,0.010877,0,0.008699,0.010252,0.021637,0.012898,0.017166,0.002321,0.028442,0.006959,0,0.001397,0.00351,0.024762,0.03092,0.025262,0,0.005658,0.030939,0.012855,0,0.006953,0.01113,0.016553,0.041519,0.037772,0.003747,0.029516,0.024612,0,0.013957,0,0,0,0,0,15,44,12,84,35-49,M,0.1,0.1,0.1,0.2,0.2
0.007346,0.004911,0,0.004911,0.000304,0,0,0,0.002118,0.006278,0,0.104175,0.070627,0.009862,0.03596,0.029638,0,0.002933,0.013791,0.026474,0.007129,0.006632,0.005004,0,0.006629,0.003401,0.002562,0.001281,0,0.001281,0.01881,0.003741,0.000304,0.006569,0.002933,0.001639,0.024423,0.017889,0.028883,0.001212,0.023156,0.016914,0,0.000627,0.00165,0.003737,0.055957,0.04355,0.007898,0.006541,0.044812,0.018686,0.01564,0.007217,0.00327,0.030482,0.004327,0.004327,0,0.02197,0.008387,0.01673,0,0,0.00133,0.002933,0,0,96,95,321,202,25-34,F,0.2,0.1,0.2,0.1,0.1
0.011387,0.007766,0.000466,0.008232,0.000675,0.00248,0.002109,0.001109,0.000555,0.008844,0.003244,0.059228,0.036583,0.006148,0.016239,0.022645,0,0.003621,0.007913,0.038591,0.005276,0.009704,0.008051,0.012422,0.010509,0.003361,0.005107,0.001155,0.002642,0.001311,0.025803,0.013978,0.003621,0.001786,0.000513,0.005069,0.016442,0.016384,0.050429,0,0.018088,0.005597,0,0.004637,0,0.010292,0.018837,0.004021,0.008559,0.006257,0.030054,0.02205,0.002681,0.001674,0.003649,0.010398,0.00509,0.00509,0,0.025507,0.017032,0.005733,0.008285,0.004106,0,0,0,0,93,54,18,202,25-34,M,0.3,0.5,0.1,0.2,0.2
0.014017,0.000326,0.008182,0.008509,0.001009,0.001927,0.004985,0.001773,0.001019,0.011394,0.004402,0.132488,0.09722,0.007169,0.03284,0.030949,0.003731,0.008859,0.012337,0.091242,0.005111,0.032565,0.00892,0.021565,0.020685,0.012394,0.023873,0.004147,0.015257,0.004469,0.075097,0.03552,0.011896,0.000678,0.0019,0.017684,0.033907,0.013404,0.076429,0.008735,0.035339,0.008205,0.001814,0.005429,0.014001,0.021933,0.101503,0.025638,0.039012,0.042664,0.013271,0.004111,0.002532,0.004814,0.001814,0.011316,0.019677,0.017172,0.002505,0.026592,0.01891,0.003616,0.001409,0.004159,0.001702,0.000678,0,0,84,72,112,202,25-34,F,0.4,0.5,0.2,0.2,0.2
0.026125,0.003959,0.004815,0.008774,0.00268,0.013995,0.004822,0,0.002666,0.018142,0.002083,0.12565,0.070459,0.003039,0.022856,0.055191,0.001608,0.03753,0.005041,0.04457,0.004403,0.006836,0.010517,0.010112,0.015199,0.012795,0.004641,0.001697,0.002267,0.000677,0.068634,0.01264,0.02149,0.000716,0.002796,0.024249,0.029138,0.004225,0.032461,0.004583,0.016133,0.00223,0.002511,0.005616,0.002143,0.013213,0.024514,0.005244,0.009948,0.009323,0.023598,0.005446,0.006144,0.000607,0.011402,0.004942,0.025854,0.021572,0.004283,0.04255,0.026678,0.015539,0.005427,0.001294,0.00403,0.012074,0,0,95,13,101,202,25-34,F,0.1,0.1,-0.1,0.4,0.1
0.018393,0.007146,0.003641,0.010786,0.000739,0.002879,0.005534,0.005873,0.001308,0.014949,0.002067,0.114408,0.078898,0.018747,0.024363,0.034313,0,0.009746,0.013994,0.096511,0.013906,0.058694,0.01019,0,0.021532,0.011888,0.037353,0.014214,0.013663,0.005413,0.099899,0.0649,0.009673,0.00633,0.002564,0.008839,0.027585,0.026871,0.06345,0.003813,0.040666,0.006262,0.004765,0.009268,0.002318,0.006679,0.079892,0.032943,0.018287,0.022752,0.024066,0.009326,0.003039,0.002763,0.008938,0.017987,0.005647,0.00445,0.001197,0.027282,0.013212,0.006508,0.006775,0.001867,0.004155,0,0.001955,0,24,94,52,202,25-34,M,0.2,0.4,0.2,0.1,0.4
0.013139,0.002221,0.001794,0.004016,0.002194,0.003891,0.000884,0.004156,0.001298,0.005121,0.007242,0.146823,0.076373,0.01291,0.019713,0.070883,0.00427,0.033237,0.009457,0.048214,0.002781,0.015165,0.011256,0.007608,0.017116,0.00792,0.016729,0.010405,0.002613,0.002328,0.052575,0.007502,0.009556,0.005156,0.003586,0.020021,0.019293,0.013694,0.037217,0.003234,0.010083,0.001544,0.002953,0.001393,0.003113,0.007968,0.022947,0.017102,0.00214,0.004169,0.015837,0.005533,0.009359,0,0.000945,0.018416,0.015702,0.013604,0.002099,0.043357,0.021929,0.01644,0.011695,0.002237,0,0.009009,0,0,75,63,15,202,25-34,M,0.1,-0.1,0,0.2,0.1
0.011815,0.001659,0.002423,0.004082,0.001057,0.004865,0.007626,0.002344,0.00268,0.020241,0.004133,0.089245,0.056322,0.004625,0.012145,0.027795,0.001687,0.010586,0.005175,0.051956,0.008444,0.018279,0.004567,0.004013,0.010739,0.008584,0.02493,0.006086,0.014589,0.003064,0.083091,0.037843,0.009238,0.010225,0.006844,0.005449,0.031622,0.02656,0.065303,0.004324,0.021318,0.003519,0.001366,0.008054,0.003895,0.012085,0.060751,0.031289,0.018027,0.014249,0.025281,0.005414,0.005936,0.005638,0.010362,0.006814,0.018874,0.017507,0.001366,0.056718,0.031702,0.009219,0.016189,0.004023,0.003283,0.006657,0,0,95,48,47,202,25-34,M,0.1,0.4,0.1,0,0.4
0.013173,0.002442,0,0.002442,0.000398,0,0.005323,0.001486,0.000353,0.008825,0.00507,0.056766,0.026227,0.010359,0.005652,0.030539,0,0.023486,0,0.04023,0,0.00958,0.008964,0.013104,0.030961,0.009245,0.027522,0.002586,0.01079,0.004989,0.068973,0.030977,0.01073,0.005119,0.000921,0.015095,0.033506,0.026492,0.051093,0,0.025307,0.002857,0,0.001887,0.001191,0.021934,0.012703,0.005648,0,0.007055,0.009692,0.005239,0,0,0.004453,0.006998,0,0,0,0.026716,0.00384,0.010512,0.009157,0,0.003207,0.008503,0.008906,0,27,4,1,106,25-34,M,0.1,0.2,0.3,0.3,0.1
0.014271,0.001347,0.0035,0.004846,0.000829,0.004535,0.005662,0.015441,0.000048,0.006912,0.000633,0.11264,0.08599,0.014348,0.02976,0.022918,0.002948,0.007034,0.002718,0.108724,0.010459,0.051512,0.006709,0.009664,0.031683,0.021202,0.035658,0.016884,0.010843,0.005796,0.087194,0.042225,0.011607,0.006218,0.003879,0.011184,0.020569,0.033352,0.075428,0.002809,0.019441,0.001329,0,0.002197,0.006793,0.015879,0.055955,0.031754,0.013489,0.014304,0.018574,0.003151,0.002956,0.005257,0.00721,0.025502,0.012864,0.012864,0,0.040383,0.019201,0.010878,0.008277,0.000933,0.007932,0.004845,0,0,31,96,48,202,25-34,M,0.2,0.4,0.2,0.1,0.4
0.011159,0.000022,0.00068,0.000703,0.002499,0.003544,0.00454,0.000803,0.002272,0.018499,0.005313,0.087776,0.063336,0.005975,0.00759,0.02076,0.006503,0,0.004397,0.051837,0.012014,0.016336,0.004274,0.002586,0.008237,0.004137,0.018492,0.007925,0.008509,0,0.068582,0.017133,0.009688,0.001706,0.002742,0.019764,0.015765,0.016258,0.092004,0.000954,0.030301,0.004501,0,0.002784,0.006293,0.008458,0.088569,0.046476,0.030073,0.016868,0.02679,0.004955,0.013841,0.007605,0.001248,0.02244,0.005363,0.001248,0.004116,0.038446,0.025136,0.008195,0.008964,0.000755,0.002577,0.002058,0,0,101,10,2,202,25-34,F,0.3,0.2,0.2,0.2,0.1
